model,arm,config_hash,recurrence_kind,task,split,difficulty,reasoning_steps,n_seeds,cos_last,cos_last_vs_seed,cos_min_after_first,token_acc,exact_match
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",16,3,0.7472117568055788,0.0,0.7013571287194887,0.6656666586647431,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",32,3,0.7219400553343197,0.0,0.6769341899392506,0.4369444431960583,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",1,3,0.8191003128886223,1.0,0.8191003128886223,0.7282083184719085,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",2,3,0.8185823584596316,0.0,0.8185823584596316,0.7266805406014125,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",4,3,0.935282734533151,0.0,0.8185823584596316,0.7266110965013505,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",8,3,0.9459050986915827,0.0,0.8176593910902739,0.7273472084005673,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",16,3,0.9458014741539955,0.0,0.8185823584596316,0.7277222087780634,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",32,3,0.964721692726016,0.0,0.8176593910902739,0.7353333192467689,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",1,3,0.8186199540893236,1.0,0.8186199540893236,0.5387500024835269,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",2,3,0.8507627720634142,0.0,0.8507627720634142,0.5356388909518719,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",4,3,0.9387386788924535,0.0,0.8507627720634142,0.5399305576235056,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",8,3,0.9525759089738131,0.0,0.8183227572590113,0.5478333351612091,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",16,3,0.9574092874924341,0.0,0.8507627720634142,0.5537777800609668,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",32,3,0.9684836138039827,0.0,0.8183227572590113,0.5587222242752711,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,3,0.8313135082523028,1.0,0.8313135082523028,1.0,1.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",2,3,0.9645266284545263,0.0,0.9645266284545263,1.0,1.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,3,0.9960410123070081,0.0,0.9645266284545263,1.0,1.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",8,3,0.9995734567443529,0.0,0.9654730744659901,0.7603958720813493,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,3,0.9999727184573809,0.0,0.9645266284545263,0.7666333959012213,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",32,3,0.9999983441084623,0.0,0.9654730744659901,0.7669660638192456,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,3,0.8211532284816107,1.0,0.8211532284816107,0.9994160827693043,0.994994994994995
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",2,3,0.9630570436517397,0.0,0.9630570436517397,0.9994994994994996,0.995995995995996
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,3,0.9961413567264875,0.0,0.9630570436517397,0.9999165832698047,0.998998998998999
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",8,3,0.9995748319973549,0.0,0.9643722859521707,0.7720220171892129,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,3,0.9999720379710197,0.0,0.9630570436517397,0.768351680642969,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",32,3,0.9999983192731937,0.0,0.9643722859521707,0.7688521810241409,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,3,0.8421754588683447,1.0,0.8421754588683447,1.0,1.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",2,3,0.9686925907929739,0.0,0.9686925907929739,1.0,1.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,3,0.9955318346619606,0.0,0.9686925907929739,1.0,1.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",8,3,0.9995568121472994,0.0,0.966981508458654,0.7920420319587738,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",16,3,0.999971384803454,0.0,0.9686925907929739,0.7769436040320792,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",32,3,0.999998257185022,0.0,0.966981508458654,0.775525519439766,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",1,3,0.8291163295507431,1.0,0.8291163295507431,0.903611113667488,0.26066666666666666
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",2,3,0.9650086710850397,0.0,0.9650086710850397,0.939555567463239,0.31666666666666665
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",4,3,0.9951655268669128,0.0,0.9650086710850397,0.9558333390156428,0.5633333333333334
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",8,3,0.9995313665519158,0.0,0.9659342312564453,0.773722215572993,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",16,3,0.9999701206882795,0.0,0.9650086710850397,0.7808888815641403,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",32,3,0.9999982050309578,0.0,0.9659342312564453,0.7809999926090242,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",1,3,0.8304214874903361,1.0,0.8304214874903361,0.7807222259044647,0.07333333333333333
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",2,3,0.9681420202056567,0.0,0.9681420202056567,0.8747777786652247,0.07266666666666667
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",4,3,0.9949561680356661,0.0,0.9681420202056567,0.8173333328167597,0.05333333333333334
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",8,3,0.999527208507061,0.0,0.9682468256602684,0.7497777761618297,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",16,3,0.9999700784683228,0.0,0.9681420202056567,0.7843888806502024,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",32,3,0.9999981901297966,0.0,0.9682468256602684,0.784388880689939,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",1,3,0.9594537342588106,1.0,0.9594537342588106,0.7184722049633662,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",2,3,0.9920645654201508,0.0,0.9920645654201508,0.7158055378198623,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",4,3,0.9982645362615585,0.0,0.9920645654201508,0.7165416501760483,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",8,3,0.999690688525637,0.0,0.9915655062844356,0.7319305429855981,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",16,3,0.9999753485123316,0.0,0.9920645654201508,0.8031388828357061,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",32,3,0.999998381982247,0.0,0.9915655062844356,0.8383055498202642,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",1,3,0.9564732859532038,1.0,0.9564732859532038,0.5244861149986586,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",2,3,0.9911898722251257,0.0,0.9911898722251257,0.5138472266991934,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",4,3,0.9981860518455505,0.0,0.9911898722251257,0.5100555593768755,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",8,3,0.9996917024254799,0.0,0.9913578691581885,0.5411250036358833,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",16,3,0.9999754230181376,0.0,0.9911898722251257,0.6711111127932866,0.0
bdh_cq,bdh_cq/residual,cb0b76097aaf,residual,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",32,3,0.9999984006086985,0.0,0.9913578691581885,0.7360694458285968,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,3,0.474178700397412,1.0,0.474178700397412,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",2,3,0.9317120388150215,0.0,0.9317120388150215,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,3,0.9906186982989311,0.0,0.9317120388150215,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",8,3,0.9987887926399708,0.0,0.9309456354628006,0.99817032639138,0.9790419161676646
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,3,0.9998088851571083,0.0,0.9317120388150215,0.9790419173573781,0.8233532934131736
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",32,3,0.9999658248076836,0.0,0.9309456354628006,0.9366267495407555,0.5249500998003992
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,3,0.4801964412132899,1.0,0.4801964412132899,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",2,3,0.9315174197157224,0.0,0.9315174197157224,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,3,0.9912253717581431,0.0,0.9315174197157224,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",8,3,0.9987636860460043,0.0,0.9283987277497848,0.9979979984156482,0.9769769769769768
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,3,0.9997989485661188,0.0,0.9315174197157224,0.9778945626797261,0.8498498498498499
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",32,3,0.9999663792550564,0.0,0.9283987277497848,0.9280113493119394,0.5025025025025025
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,3,0.4836830149094264,1.0,0.4836830149094264,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",2,3,0.9305936644474665,0.0,0.9305936644474665,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,3,0.9908811276157697,0.0,0.9305936644474665,1.0,1.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",8,3,0.9987697328130404,0.0,0.9291563127189875,0.9965799139426634,0.9629629629629631
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",16,3,0.999809019267559,0.0,0.9305936644474665,0.9542042061731264,0.7607607607607608
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",32,3,0.9999657720327377,0.0,0.9291563127189875,0.8828828861345878,0.36936936936936937
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",1,3,0.47688064848383266,1.0,0.47688064848383266,0.8994444557030996,0.006666666666666667
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",2,3,0.9308570052186648,0.0,0.9308570052186648,0.9047222342491149,0.036
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",4,3,0.9907237663865089,0.0,0.9308570052186648,0.9089444572130839,0.05733333333333334
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",8,3,0.9987732321023941,0.0,0.9293292133758465,0.9030000100533168,0.076
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",16,3,0.9998090664545695,0.0,0.9308570052186648,0.850111117263635,0.10999999999999999
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",32,3,0.9999658639232317,0.0,0.9293292133758465,0.7680555574695269,0.038
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",1,3,0.4731030911207199,1.0,0.4731030911207199,0.7049444502592087,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",2,3,0.9304936950405439,0.0,0.9304936950405439,0.7198333376248677,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",4,3,0.9907394746939341,0.0,0.9304936950405439,0.7282777806520461,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",8,3,0.99881428728501,0.0,0.9308789341400067,0.7167222256064415,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",16,3,0.9997976074616114,0.0,0.9304936950405439,0.6426111134092013,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",32,3,0.9999669392903646,0.0,0.9308789341400067,0.5637777797778447,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",1,3,0.6296799778938293,1.0,0.6296799778938293,0.6344999991854031,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",2,3,0.9619665121038755,0.0,0.9619665121038755,0.6549722223480542,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",4,3,0.9954260687033335,0.0,0.9619665121038755,0.7178472224871317,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",8,3,0.9992844841132561,0.0,0.9638725475718578,0.7372638876835506,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",16,3,0.9998853529493014,0.0,0.9619665121038755,0.7430138868093491,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",32,3,0.9999818969517946,0.0,0.9638725475718578,0.7458888861735661,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",1,3,0.6381154755751292,1.0,0.6381154755751292,0.6463888873457909,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",2,3,0.9653093467156092,0.0,0.9653093467156092,0.6606944443980852,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",4,3,0.9955838322639465,0.0,0.9653093467156092,0.6934166669249535,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",8,3,0.9992903818686804,0.0,0.9647488134602705,0.687777777214845,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",16,3,0.9998796060681343,0.0,0.9653093467156092,0.6635694435238838,0.0
looped_transformer,looped_transformer/plain,2d1c70257fcb,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",32,3,0.9999817945063114,0.0,0.9647488134602705,0.6513750006357829,0.0
